type,mfg,mpn,time (s),current (a),band,source,notes
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,657.27,1.255,min,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,295.95,1.332,min,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,133.25,1.413,min,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,60,1.5,min,"ASSUMED - 60 s min at 1.5x, not standard-defined",FLAGGED - not an IEC limit
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,43.98,1.825,min,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,32.237,2.22,min,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,23.63,2.701,min,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,17.321,3.286,min,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,12.696,3.998,min,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,9.306,4.864,min,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,6.8213,5.918,min,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,5,7.2,min,ASSUMED - 5 s = 50% of class at 7.2x,FLAGGED - E-class 50% lower bound could not be verified from public sources
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,3.3362,9.295,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,2.226,12,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,1.4853,15.49,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,0.99104,20,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,10000,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,8485.3,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,7200,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,4084.6,1.245,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,2317.2,1.293,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,1314.5,1.342,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,745.74,1.392,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,423.06,1.445,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,240,1.5,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.5x trip within 240 s (hot),
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,161.32,1.825,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,108.43,2.22,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,72.884,2.701,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,48.99,3.286,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,32.929,3.998,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,22.134,4.864,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,14.877,5.918,max,log-log interpolation between anchors,
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,10,7.2,max,"IEC 60947-4-1 Table 2 (trip class window at 7.2x, cold) - max 10 s at 7.2x",
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,5.9603,9.295,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,3.5525,12,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,2.1174,15.49,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 10E,IEC 60947-4-1,Class 10E Thermal,1.262,20,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,10000,1.05,min,IEC 60947-4-1 Table 3 (compensated relay) - 1.05x no trip for 2 h,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,8485.3,1.05,min,IEC 60947-4-1 Table 3 (compensated relay) - 1.05x no trip for 2 h,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,7200,1.05,min,IEC 60947-4-1 Table 3 (compensated relay) - 1.05x no trip for 2 h,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,3468.6,1.114,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,1671,1.183,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,804.98,1.255,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,387.8,1.332,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,186.82,1.413,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,90,1.5,min,"ASSUMED - 90 s min at 1.5x, not standard-defined",FLAGGED - not an IEC limit
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,68.385,1.825,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,51.962,2.22,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,39.482,2.701,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,30,3.286,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,22.795,3.998,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,17.321,4.864,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,13.161,5.918,min,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,10,7.2,min,ASSUMED - 10 s = 50% of class at 7.2x,FLAGGED - E-class 50% lower bound could not be verified from public sources
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,6.9924,9.295,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,4.8893,12,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,3.4188,15.49,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,2.3905,20,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,10000,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,8485.3,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,7200,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,4584.8,1.245,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,2919.5,1.293,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,1859,1.342,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,1183.8,1.392,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,753.8,1.445,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,480,1.5,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.5x trip within 480 s (hot),
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,322.64,1.825,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,216.86,2.22,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,145.77,2.701,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,97.98,3.286,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,65.858,3.998,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,44.267,4.864,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,29.755,5.918,max,log-log interpolation between anchors,
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,20,7.2,max,"IEC 60947-4-1 Table 2 (trip class window at 7.2x, cold) - max 20 s at 7.2x",
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,11.921,9.295,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,7.1049,12,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,4.2347,15.49,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20E,IEC 60947-4-1,Class 20E Thermal,2.524,20,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,10000,1.05,min,IEC 60947-4-1 Table 3 (compensated relay) - 1.05x no trip for 2 h,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,8485.3,1.05,min,IEC 60947-4-1 Table 3 (compensated relay) - 1.05x no trip for 2 h,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,7200,1.05,min,IEC 60947-4-1 Table 3 (compensated relay) - 1.05x no trip for 2 h,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,3776.8,1.114,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,1981.2,1.183,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,1039.2,1.255,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,545.14,1.332,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,285.96,1.413,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,150,1.5,min,"ASSUMED - 150 s min at 1.5x, not standard-defined",FLAGGED - not an IEC limit
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,112.48,1.825,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,84.351,2.22,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,63.254,2.701,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,47.434,3.286,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,35.571,3.998,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,26.674,4.864,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,20.003,5.918,min,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,15,7.2,min,ASSUMED - 15 s = 50% of class at 7.2x,FLAGGED - E-class 50% lower bound could not be verified from public sources
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,10.31,9.295,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,7.0866,12,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,4.8709,15.49,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,3.348,20,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,10000,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,8485.3,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,7200,1.2,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.2x trip within 2 h,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,4905.3,1.245,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,3341.9,1.293,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,2276.8,1.342,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,1551.2,1.392,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,1056.8,1.445,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,720,1.5,max,IEC 60947-4-1 Table 3 (compensated relay) - 1.5x trip within 720 s (hot),
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,483.96,1.825,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,325.3,2.22,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,218.65,2.701,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,146.97,3.286,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,98.787,3.998,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,66.401,4.864,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,44.632,5.918,max,log-log interpolation between anchors,
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,30,7.2,max,"IEC 60947-4-1 Table 2 (trip class window at 7.2x, cold) - max 30 s at 7.2x",
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,17.881,9.295,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,10.657,12,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,6.3521,15.49,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 30E,IEC 60947-4-1,Class 30E Thermal,3.786,20,max,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),10000,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),6000,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),3600,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),1293.5,1.251,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),464.76,1.385,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),166.99,1.533,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),60,1.697,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),21.558,1.879,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),7.746,2.081,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),2.7832,2.303,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),1,2.55,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 2.55x min 1 s","per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.880879,2.692,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.777645,2.842,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.687812,3,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.12369,3,min,IEC 60898-1 instantaneous letter definition - lower pickup 3x,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.0222432,3,min,IEC 60898-1 instantaneous letter definition - lower pickup 3x,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.004,3,min,"ASSUMED - 0.004 s min clearing (typical), not standard-defined",FLAGGED - not a standard limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.004,5,min,ASSUMED - 0.004 s min clearing,FLAGGED - not a standard limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.004,25,min,ASSUMED - 0.004 s min clearing,FLAGGED - not a standard limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),10000,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),6000,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),3600,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),2157.9,1.556,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),1293.5,1.67,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),775.35,1.792,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),464.76,1.923,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),278.59,2.063,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),166.99,2.214,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),100.1,2.376,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),60,2.55,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 2.55x max 60 s","per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),40.733,3.018,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),28.098,3.571,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),19.589,4.225,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),13.756,5,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),2.6648,5,max,IEC 60898-1 instantaneous letter definition - upper pickup 5x; must trip <0.1 s above it (60898-1),"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.516218,5,max,IEC 60898-1 instantaneous letter definition - upper pickup 5x; must trip <0.1 s above it (60898-1),"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.1,5,max,IEC 60898-1 instantaneous letter definition - upper pickup 5x; must trip <0.1 s above it (60898-1),"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.1,6.5,max,IEC 60898-1 - trip <0.1 s above upper instantaneous limit,"per-unit of breaker In, NOT motor FLA"
FLA - B Curve,IEC 60898-1,B Curve (3-5x In),0.1,25,max,IEC 60898-1 - trip <0.1 s above upper instantaneous limit,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),10000,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),6000,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),3600,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),1293.5,1.251,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),464.76,1.385,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),166.99,1.533,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),60,1.697,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),21.558,1.879,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),7.746,2.081,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),2.7832,2.303,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),1,2.55,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 2.55x min 1 s","per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.598964,3.192,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.367856,3.995,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.229271,5,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.0594638,5,min,IEC 60898-1 instantaneous letter definition - lower pickup 5x,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.0154226,5,min,IEC 60898-1 instantaneous letter definition - lower pickup 5x,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.004,5,min,"ASSUMED - 0.004 s min clearing (typical), not standard-defined",FLAGGED - not a standard limit
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.004,10,min,ASSUMED - 0.004 s min clearing,FLAGGED - not a standard limit
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.004,25,min,ASSUMED - 0.004 s min clearing,FLAGGED - not a standard limit
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),10000,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),6000,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),3600,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),2157.9,1.556,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),1293.5,1.67,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),775.35,1.792,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),464.76,1.923,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),278.59,2.063,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),166.99,2.214,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
